,CoRE_name,refcode,doi,flag,Df,Di,Dif,GPOAV,GPONAV,GPOV,GSA,POAV,POAV_vol_frac,PONAV,PONAV_vol_frac,VPOV,VSA,cell_v,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,filename,0
520,IXURID_clean,IXURID,10.1039/c1dt10682a,-1,4.17526,5.42414,5.42124,0.308287,0,0.308287341,1073.03,659.583,0.3547,0,0,0.3547,1234.58,1859.55,170.617,313.248,672.9868,916.608,2698,5784,7408,8352,20,44,76,112,120,308,428,512,13.5636,32.8444,52.3932,69.5088,2.7225,27.72,25.245,55.209,900,1170,1080,2100,1,5,6,12,25,55,90,137.5,1.7161,4.8077,6.0522,10.8468,0,-8.55,-5.4,-13.66,0,111,144,290,0,0,0,0,0,14,12,32.5,0,2.88,3.24,7.44,127.6600667,253.0104,382.8722667,433.5183333,553.6666667,1102,1518.666667,1445.333333,18.33333333,37.33333333,56,66.66666667,93.33333333,224,298,294,8.0853,18.38826667,25.76453333,26.9832,10.9696,11.016,23.36373333,17.624,59,60,107.3333333,81.5,1,1.333333333,2.666666667,2.166666667,2,6,7.666666667,7,0.542766667,0.759733333,1.3,1.080716667,36.98,95.67333333,136.635076,124.4029737,0,0.92,1.48,1.77,0,2,6,6,0,0,0,0,0,-2,-1.166666667,-2.5,0,-0.04,0.213333333,0.13,0,-6.6,-4.671406667,-7.853555,3.080533333,7.893866667,9.981333333,13.68,16.33333333,32.66666667,44.33333333,59.5,0.333333333,1,1.333333333,1.833333333,3,7,9.5,13,0.1875,0.4725,0.67,0.90875,18.25333333,57.24420467,94.737538,128.1696403,0,0.443333333,0.77,1.073333333,0,2.333333333,3,4.333333333,0,0,0,0,0,0.666666667,0.833333333,1.166666667,0,0.12,0.106666667,0.163333333,0,-0.335703333,-2.935703333,-3.753555,IXURID_clean.cif,
521,IYEPUZ_clean,IYEPUZ,10.1002/chem.201603465,1,8.58534,9.24226,9.23758,0.865422,0,0.865421498,2792.97,4598.1,0.6024,0,0,0.6024,1944.12,7632.97,114.1188333,204.352,364.7265333,412.304,1640.333333,3336,3857.333333,3616,13.66666667,29.33333333,42.66666667,52,74.66666667,181.3333333,222.6666667,224,9.974433333,22.6792,30.89733333,33.0964,2.4025,20.832,17.391,33.3498,625,780,660,1260,1,4,4.4,7.6,16.8,36.8,54,82.8,1.9321,4.08104,4.70932,8.00084,0,-7.24,-4.4,-9.736,0,68.8,83.6,139.6,0,0,0,0,0,8,4.8,10.4,0,2.624,2.728,4.808,942.0684,1989.408,3211.1896,4089.2,4248,9168,14080,15560,136,296,472,616,768,1944,2872,3288,62.8968,151.5976,232.0728,276.3208,11.3152,10.1184,22.68608,22.912,61,55.2,123.2,113.2,1,1.2,2.4,2.8,1.6,4.8,8,10.4,0.53882,0.68068,1.338,1.47236,33.424,81.36,137.28,176.0610456,0,0.908,1.104,2.152,0,2,2.4,6.4,0,0,0,0,0,-2,-2.4,-3.6,0,-0.04,-0.048,0.072,0,-6.36,-7.92,-11.562844,11.8336,17.544,35.088,65.36,64,96,192,224,1,2,4,8,4,12,24,32,0.5329,1.1242,2.2484,3.3288,28.09,119.78,239.56,335.110732,0,1.78,3.56,8.52,0,4,8,36,0,0,0,0,0,-2,-4,0,0,-0.08,-0.16,1.28,0,-12,-24,-20.82844,IYEPUZ_clean.cif,
522,IYIGEC_clean,IYIGEC,10.1002/ejic.200300813,1,3.16158,3.41536,3.41072,0,0,0,0,0,0,0,0,0,0,1799.48,98.2031,178.5504,282.8168,401.7984,3163,3836,7498,3064,13,24,40,48,64,152,180,136,9.4674,17.486,30.7352,29.5188,3.7249,25.0128,39.4878,114.7964,2209,1410,3196,4183,1,4,8,23,16,48,128,184,1.6384,3.7888,8.5248,16.2432,0,-5.24,-5.02,-15.09,0,158,308,992,0,0,0,0,0,4,0,46,0,2.16,3.58,16.75,199.5255333,411.8176,820.3658667,972.7906667,1006.666667,2320,2712,2294.666667,30,61.33333333,120,156,181.3333333,469.3333333,688,748,11.3746,28.8104,46.18933333,51.74066667,10.3936,16.86453333,51.12035556,31.09173333,55.66666667,126.8888889,178.5555556,115.5555556,1,2.111111111,6.333333333,4.111111111,5.444444444,21.77777778,29.66666667,23.33333333,0.549344444,1.293433333,2.596011111,1.732411111,42.90666667,185.0644444,273.2687133,220.0125369,0,1.198888889,3.522222222,3.21,0,-1.888888889,21.55555556,14.11111111,0,0,0,0,0,-3,4.666666667,0.111111111,0,-0.162222222,1.235555556,0.728888889,0,-12.76666667,4.3763,-4.671355556,6.163333333,14.0266,16.79006667,14.36773333,106.6666667,202.6666667,101.3333333,69.33333333,0.666666667,1.666666667,2,2,5.666666667,10.66666667,10,8.666666667,0.524433333,1.2546,1.056033333,0.874033333,134.8166667,210.1666667,170.0552893,142.0337447,0,-0.563333333,0.56,1.223333333,0,8.666666667,14,18.33333333,0,0,0,0,0,2,1,1.333333333,0,0.276666667,0.503333333,0.75,0,12.1,10.62859333,12.45718667,IYIGEC_clean.cif,
523,IYUCEM_clean,IYUCEM,10.1039/C6DT03812C,1,8.88789,9.38043,9.38043,0.371154,0,0.371152219,1050.76,1840.33,0.4079,0,0,0.4079,1154.79,4511.73,209.9082,402.612,1539.4372,964.86,9066,18576,22066,17808,24,68,160,132,296,1064,1276,1072,17.9686,62.9216,103.8894,94.0744,1.44,35.016,13.68,45.12,3969,4284,5481,5544,1,9,5,13,81,216,189,324,2.8224,11.172,7.9968,16.4808,0,-18.38,-5.4,-22,0,499,228,731,0,0,0,0,0,57,24,81,0,8.47,3.64,12.03,285.4358,619.27,999.9548,1213.997,1256,2788,4292,4412,42,92,148,186,240,612,916,978,19.0682,46.6324,71.9876,80.917,10.62521733,12.23422,18.88279733,19.05836,57.65333333,67.04,102.9333333,93.28,1,1.453333333,2,2.453333333,2.813333333,5.72,7.173333333,10.08,0.5465,0.8239,1.115581333,1.267317333,50.666,102.4081333,125.924,173.6044222,0,0.2848,0.688266667,1.5352,0,0.64,1.546666667,5.36,0,0,0,0,0,-0.64,-1.546666667,-2.186666667,0,-0.0128,-0.030933333,0.119466667,0,-1.92,-4.64,-6.200556533,9.2416,18.848,32.4976,41.04,49,87.5,175,178.5,1,2.5,4,5.5,6.5,16.5,28.5,33.5,0.5625,1.29375,2.295,2.72625,54.76,183.916307,305.62,384.508921,0,1.4,1.47,3.22,0,5,3,13,0,0,0,0,0,0,-1.5,0,0,0.15,-0.06,0.49,0,-6.353555,-11.7,-11.260665,IYUCEM_clean.cif,
524,IZENUY_clean,IZENUY,10.1021/acs.chemmater.6b02817,1,5.66029,10.28405,7.85884,0.42771,0.172649,0.600358739,1526.94,4061.82,0.3882,1639.59,0.1567,0.5449,1385.89,10463.2,202.8985,399.384,984.1086,1039.0176,3076,7392,12408,14016,22,54,102,132,156,426,726,840,15.1726,40.8654,70.8438,91.0164,3.3489,31.476,25.3638,69.0276,676,1040,1976,2288,1,5,6,12,25,55,110,140,1.5625,4.5625,6.975,11.15,0,-8.05,-2.88,-15.76,0,90,80,224,0,0,0,0,0,14,8,32,0,2.6,1.92,6.08,246.232,465.2432,722.7848,877.715,1192,2258,3368,3584,32,66,100,126,166,404,560,598,15.696,34.8202,50.7404,58.6302,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,9.2416,16.9936,23.256,44.384,49,91,126,182,1,2,3,6,4,10,18,28,0.5625,1.14,1.7325,2.865,54.76,138.38,250.86,401.185228,0,0.49,1.47,3.64,0,1,3,16,0,0,0,0,0,-1,-3,-2,0,-0.02,-0.06,0.68,0,-3.9,-11.7,-9.81422,IZENUY_clean.cif,
525,JADMAF_clean,JADMAF,10.1039/C5NJ02002F,1,3.68682,5.42299,5.40982,0,0.069416,0.069415848,0,0,0,495.552,0.0826,0.0826,0,5999.42,96.5334,176.312,298.514,387.192,1235,2676,3242,2112,12,24,36,46,64,164,188,124,7.8687,17.2914,24.9064,26.103,3.5344,30.832,28.764,51.7752,729,1026,972,1296,1,5,6,11,25,60,90,115,1.5876,4.6494,5.8212,8.6058,0,-7,-4.02,-6.86,0,97,126,249,0,0,0,0,0,13,12,32,0,2.61,2.94,7.03,246.9564333,515.984,825.0429333,1013.125333,1013.333333,2176,3069.333333,3189.333333,37,77.33333333,122.6666667,154.6666667,200,493.3333333,689.3333333,738.6666667,15.53676667,37.1448,54.15093333,61.056,10.5376,12.138,24.7428,19.336,56.5,66,105,76,1,1.5,3,2.5,2.5,7.5,10,8,0.5477,0.85855,1.4025,1.12835,41.425,113.565,160.962614,135.052614,0,0.935,1.775,1.975,0,2,8,8.5,0,0,0,0,0,-2,-1,-1.5,0,-0.04,0.34,0.33,0,-6.9,-4.00711,-5.05711,11.8336,15.351,34.6494,50.224,64,84,156,208,1,1.75,4,6,3.25,10.75,19,29.5,0.5329,0.983675,1.9491,2.7886,28.09,104.8075,195.607683,287.335366,0,1.5575,3.6875,6.04,0,3.5,12.5,22,0,0,0,0,0,-2.5,-2.5,-4,0,-0.07,0.25,0.56,0,-10.5,-15.70711,-22.41422,JADMAF_clean.cif,
526,JAHNEM01_clean,JAHNEM01,10.1021/acs.inorgchem.5b02956,-1,2.63449,3.47135,3.47135,0,0,0,0,0,0,0,0,0,0,1304.18,49.71079375,89.4931875,145.0793625,170.916,821.0625,1021.5,1233.75,678.75,7.75,13.875,24,22.5,37.875,86.25,94.5,62.25,4.808725,8.6802375,13.279425,10.450125,2.490775,28.4835,35.58585,29.31825,612.75,1041,1002,2381.25,1,6,9,8.25,36,90,117,175.5,1.8523,6.1164,7.788,9.580575,0,-8.64,-8.52,-5.7975,0,106.5,183,108,0,0,0,0,0,21,34.5,20.25,0,3.66,6.63,4.215,35.8887,52.258,70.98673333,74.36853333,169,236,245.3333333,233.3333333,4.666666667,7.333333333,10,10,17.33333333,37.33333333,34,18,2.230333333,3.6498,4.061,3.717,9.47138,8.058,12.67968,18.12144,50.9,43.8,55.65,74.55,1,1,1.5,2.1,1,2.5,3.6,3.3,0.5597,0.57288,0.71325,0.95841,61.345,76.501,79.0316763,92.6449812,0,0.414,0.8655,1.0905,0,0.9,3.75,5.55,0,0,0,0,0,-1.5,-2.1,-1.2,0,-0.018,0.15,0.264,0,-2.97,-2.2531995,-0.8453325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAHNEM01_clean.cif,
527,JAHNEM02_clean,JAHNEM02,10.1021/acs.inorgchem.5b02956,-1,2.64609,3.46699,3.46699,0,0,0,0,0,0,0,0,0,0,1309,49.71079375,89.4931875,145.0793625,170.916,821.0625,1021.5,1233.75,678.75,7.75,13.875,24,22.5,37.875,86.25,94.5,62.25,4.808725,8.6802375,13.279425,10.450125,2.490775,28.4835,35.58585,29.31825,612.75,1041,1002,2381.25,1,6,9,8.25,36,90,117,175.5,1.8523,6.1164,7.788,9.580575,0,-8.64,-8.52,-5.7975,0,106.5,183,108,0,0,0,0,0,21,34.5,20.25,0,3.66,6.63,4.215,35.8887,52.258,70.98673333,74.36853333,169,236,245.3333333,233.3333333,4.666666667,7.333333333,10,10,17.33333333,37.33333333,34,18,2.230333333,3.6498,4.061,3.717,9.47138,8.058,12.67968,18.12144,50.9,43.8,55.65,74.55,1,1,1.5,2.1,1,2.5,3.6,3.3,0.5597,0.57288,0.71325,0.95841,61.345,76.501,79.0316763,92.6449812,0,0.414,0.8655,1.0905,0,0.9,3.75,5.55,0,0,0,0,0,-1.5,-2.1,-1.2,0,-0.018,0.15,0.264,0,-2.97,-2.2531995,-0.8453325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAHNEM02_clean.cif,
528,JAHNEM03_clean,JAHNEM03,10.1021/acs.inorgchem.5b02956,-1,2.65454,3.47567,3.47567,0,0,0,0,0,0,0,0,0,0,1313.46,49.71079375,89.4931875,145.0793625,170.916,821.0625,1021.5,1233.75,678.75,7.75,13.875,24,22.5,37.875,86.25,94.5,62.25,4.808725,8.6802375,13.279425,10.450125,2.490775,28.4835,35.58585,29.31825,612.75,1041,1002,2381.25,1,6,9,8.25,36,90,117,175.5,1.8523,6.1164,7.788,9.580575,0,-8.64,-8.52,-5.7975,0,106.5,183,108,0,0,0,0,0,21,34.5,20.25,0,3.66,6.63,4.215,35.8887,52.258,70.98673333,74.36853333,169,236,245.3333333,233.3333333,4.666666667,7.333333333,10,10,17.33333333,37.33333333,34,18,2.230333333,3.6498,4.061,3.717,9.47138,8.058,12.67968,18.12144,50.9,43.8,55.65,74.55,1,1,1.5,2.1,1,2.5,3.6,3.3,0.5597,0.57288,0.71325,0.95841,61.345,76.501,79.0316763,92.6449812,0,0.414,0.8655,1.0905,0,0.9,3.75,5.55,0,0,0,0,0,-1.5,-2.1,-1.2,0,-0.018,0.15,0.264,0,-2.97,-2.2531995,-0.8453325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAHNEM03_clean.cif,
529,UJOJAG_clean,UJOJAG,10.1021/acs.inorgchem.5b02956,-1,2.55281,3.29998,3.29998,0,0,0,0,0,0,0,0,0,0,1262.57,49.688725,89.2828125,144.8285625,170.916,824.125,1026,1239,678.75,7.75,13.875,24,22.5,37.875,86.25,94.5,62.25,4.828675,8.7495375,13.346925,10.450125,2.4025,28.06275,35.08425,28.80675,625,1050,1012.5,2456.25,1,6,9,8.25,36,90,117,175.5,1.9321,6.255,7.923,10.080975,0,-8.805,-8.685,-5.7975,0,108,184.5,108,0,0,0,0,0,21,34.5,20.25,0,3.84,6.81,4.215,35.8887,52.258,70.98673333,74.36853333,169,236,245.3333333,233.3333333,4.666666667,7.333333333,10,10,17.33333333,37.33333333,34,18,2.230333333,3.6498,4.061,3.717,9.47138,8.058,12.67968,18.12144,50.9,43.8,55.65,74.55,1,1,1.5,2.1,1,2.5,3.6,3.3,0.5597,0.57288,0.71325,0.95841,61.345,76.501,79.0316763,92.6449812,0,0.414,0.8655,1.0905,0,0.9,3.75,5.55,0,0,0,0,0,-1.5,-2.1,-1.2,0,-0.018,0.15,0.264,0,-2.97,-2.2531995,-0.8453325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UJOJAG_clean.cif,
530,UJOJEK01_clean,UJOJEK01,10.1021/acs.inorgchem.5b02956,-1,2.64936,3.43538,3.43538,0,0,0,0,0,0,0,0,0,0,1276.57,49.688725,89.2828125,144.8285625,170.916,824.125,1026,1239,678.75,7.75,13.875,24,22.5,37.875,86.25,94.5,62.25,4.828675,8.7495375,13.346925,10.450125,2.4025,28.06275,35.08425,28.80675,625,1050,1012.5,2456.25,1,6,9,8.25,36,90,117,175.5,1.9321,6.255,7.923,10.080975,0,-8.805,-8.685,-5.7975,0,108,184.5,108,0,0,0,0,0,21,34.5,20.25,0,3.84,6.81,4.215,35.8887,52.258,70.98673333,74.36853333,169,236,245.3333333,233.3333333,4.666666667,7.333333333,10,10,17.33333333,37.33333333,34,18,2.230333333,3.6498,4.061,3.717,9.47138,8.058,12.67968,18.12144,50.9,43.8,55.65,74.55,1,1,1.5,2.1,1,2.5,3.6,3.3,0.5597,0.57288,0.71325,0.95841,61.345,76.501,79.0316763,92.6449812,0,0.414,0.8655,1.0905,0,0.9,3.75,5.55,0,0,0,0,0,-1.5,-2.1,-1.2,0,-0.018,0.15,0.264,0,-2.97,-2.2531995,-0.8453325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UJOJEK01_clean.cif,
531,UJOJEK02_clean,UJOJEK02,10.1021/acs.inorgchem.5b02956,-1,2.60681,3.36988,3.36988,0,0,0,0,0,0,0,0,0,0,1271.26,49.688725,89.2828125,144.8285625,170.916,824.125,1026,1239,678.75,7.75,13.875,24,22.5,37.875,86.25,94.5,62.25,4.828675,8.7495375,13.346925,10.450125,2.4025,28.06275,35.08425,28.80675,625,1050,1012.5,2456.25,1,6,9,8.25,36,90,117,175.5,1.9321,6.255,7.923,10.080975,0,-8.805,-8.685,-5.7975,0,108,184.5,108,0,0,0,0,0,21,34.5,20.25,0,3.84,6.81,4.215,35.8887,52.258,70.98673333,74.36853333,169,236,245.3333333,233.3333333,4.666666667,7.333333333,10,10,17.33333333,37.33333333,34,18,2.230333333,3.6498,4.061,3.717,9.47138,8.058,12.67968,18.12144,50.9,43.8,55.65,74.55,1,1,1.5,2.1,1,2.5,3.6,3.3,0.5597,0.57288,0.71325,0.95841,61.345,76.501,79.0316763,92.6449812,0,0.414,0.8655,1.0905,0,0.9,3.75,5.55,0,0,0,0,0,-1.5,-2.1,-1.2,0,-0.018,0.15,0.264,0,-2.97,-2.2531995,-0.8453325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UJOJEK02_clean.cif,
532,UJOJIO01_clean,UJOJIO01,10.1021/acs.inorgchem.5b02956,-1,2.63515,3.41628,3.41628,0,0,0,0,0,0,0,0,0,0,1274.62,49.688725,89.2828125,144.8285625,170.916,824.125,1026,1239,678.75,7.75,13.875,24,22.5,37.875,86.25,94.5,62.25,4.828675,8.7495375,13.346925,10.450125,2.4025,28.06275,35.08425,28.80675,625,1050,1012.5,2456.25,1,6,9,8.25,36,90,117,175.5,1.9321,6.255,7.923,10.080975,0,-8.805,-8.685,-5.7975,0,108,184.5,108,0,0,0,0,0,21,34.5,20.25,0,3.84,6.81,4.215,35.8887,52.258,70.98673333,74.36853333,169,236,245.3333333,233.3333333,4.666666667,7.333333333,10,10,17.33333333,37.33333333,34,18,2.230333333,3.6498,4.061,3.717,9.47138,8.058,12.67968,18.12144,50.9,43.8,55.65,74.55,1,1,1.5,2.1,1,2.5,3.6,3.3,0.5597,0.57288,0.71325,0.95841,61.345,76.501,79.0316763,92.6449812,0,0.414,0.8655,1.0905,0,0.9,3.75,5.55,0,0,0,0,0,-1.5,-2.1,-1.2,0,-0.018,0.15,0.264,0,-2.97,-2.2531995,-0.8453325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UJOJIO01_clean.cif,
533,UJOJIO05_clean,UJOJIO05,10.1021/acs.inorgchem.5b02956,-1,2.64695,3.44515,3.44515,0,0,0,0,0,0,0,0,0,0,1281.77,49.688725,89.2828125,144.8285625,170.916,824.125,1026,1239,678.75,7.75,13.875,24,22.5,37.875,86.25,94.5,62.25,4.828675,8.7495375,13.346925,10.450125,2.4025,28.06275,35.08425,28.80675,625,1050,1012.5,2456.25,1,6,9,8.25,36,90,117,175.5,1.9321,6.255,7.923,10.080975,0,-8.805,-8.685,-5.7975,0,108,184.5,108,0,0,0,0,0,21,34.5,20.25,0,3.84,6.81,4.215,35.8887,52.258,70.98673333,74.36853333,169,236,245.3333333,233.3333333,4.666666667,7.333333333,10,10,17.33333333,37.33333333,34,18,2.230333333,3.6498,4.061,3.717,9.47138,8.058,12.67968,18.12144,50.9,43.8,55.65,74.55,1,1,1.5,2.1,1,2.5,3.6,3.3,0.5597,0.57288,0.71325,0.95841,61.345,76.501,79.0316763,92.6449812,0,0.414,0.8655,1.0905,0,0.9,3.75,5.55,0,0,0,0,0,-1.5,-2.1,-1.2,0,-0.018,0.15,0.264,0,-2.97,-2.2531995,-0.8453325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UJOJIO05_clean.cif,
534,UJOJIO06_clean,UJOJIO06,10.1021/acs.inorgchem.5b02956,-1,2.65481,3.44751,3.44751,0,0,0,0,0,0,0,0,0,0,1277.53,49.688725,89.2828125,144.8285625,170.916,824.125,1026,1239,678.75,7.75,13.875,24,22.5,37.875,86.25,94.5,62.25,4.828675,8.7495375,13.346925,10.450125,2.4025,28.06275,35.08425,28.80675,625,1050,1012.5,2456.25,1,6,9,8.25,36,90,117,175.5,1.9321,6.255,7.923,10.080975,0,-8.805,-8.685,-5.7975,0,108,184.5,108,0,0,0,0,0,21,34.5,20.25,0,3.84,6.81,4.215,35.8887,52.258,70.98673333,74.36853333,169,236,245.3333333,233.3333333,4.666666667,7.333333333,10,10,17.33333333,37.33333333,34,18,2.230333333,3.6498,4.061,3.717,9.47138,8.058,12.67968,18.12144,50.9,43.8,55.65,74.55,1,1,1.5,2.1,1,2.5,3.6,3.3,0.5597,0.57288,0.71325,0.95841,61.345,76.501,79.0316763,92.6449812,0,0.414,0.8655,1.0905,0,0.9,3.75,5.55,0,0,0,0,0,-1.5,-2.1,-1.2,0,-0.018,0.15,0.264,0,-2.97,-2.2531995,-0.8453325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UJOJIO06_clean.cif,
535,UJOJOU01_clean,UJOJOU01,10.1021/acs.inorgchem.5b02956,-1,2.56958,3.32932,3.32932,0,0,0,0,0,0,0,0,0,0,1264.83,49.688725,89.2828125,144.8285625,170.916,824.125,1026,1239,678.75,7.75,13.875,24,22.5,37.875,86.25,94.5,62.25,4.828675,8.7495375,13.346925,10.450125,2.4025,28.06275,35.08425,28.80675,625,1050,1012.5,2456.25,1,6,9,8.25,36,90,117,175.5,1.9321,6.255,7.923,10.080975,0,-8.805,-8.685,-5.7975,0,108,184.5,108,0,0,0,0,0,21,34.5,20.25,0,3.84,6.81,4.215,35.8887,52.258,70.98673333,74.36853333,169,236,245.3333333,233.3333333,4.666666667,7.333333333,10,10,17.33333333,37.33333333,34,18,2.230333333,3.6498,4.061,3.717,9.47138,8.058,12.67968,18.12144,50.9,43.8,55.65,74.55,1,1,1.5,2.1,1,2.5,3.6,3.3,0.5597,0.57288,0.71325,0.95841,61.345,76.501,79.0316763,92.6449812,0,0.414,0.8655,1.0905,0,0.9,3.75,5.55,0,0,0,0,0,-1.5,-2.1,-1.2,0,-0.018,0.15,0.264,0,-2.97,-2.2531995,-0.8453325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UJOJOU01_clean.cif,
